Type,Date,Latitude,Longitude

Single_Gunshot,3/9/2014,38.58,-90.23

Single_Gunshot,3/9/2014,38.58,-90.24

Single_Gunshot,3/9/2014,38.58,-90.24

Single_Gunshot,3/8/2014,38.59,-90.23

Single_Gunshot,3/7/2014,38.59,-90.24

Multiple_Gunshots,3/7/2014,38.60,-90.23

Multiple_Gunshots,3/7/2014,38.60,-90.23

Single_Gunshot,3/7/2014,38.59,-90.23

Single_Gunshot,3/6/2014,38.59,-90.24

Single_Gunshot,3/6/2014,38.59,-90.24

Single_Gunshot,3/6/2014,38.59,-90.23

Multiple_Gunshots,3/6/2014,38.59,-90.23

Single_Gunshot,3/6/2014,38.59,-90.24

Single_Gunshot,3/5/2014,38.59,-90.23

Multiple_Gunshots,3/5/2014,38.59,-90.23

Single_Gunshot,3/3/2014,38.58,-90.23

Multiple_Gunshots,3/3/2014,38.59,-90.23

Multiple_Gunshots,3/3/2014,38.59,-90.23

Single_Gunshot,3/1/2014,38.59,-90.23

Multiple_Gunshots,2/26/2014,38.60,-90.23

Multiple_Gunshots,2/26/2014,38.60,-90.23

Single_Gunshot,2/25/2014,38.60,-90.24

Single_Gunshot,2/24/2014,38.58,-90.24

Single_Gunshot,2/24/2014,38.59,-90.23

Multiple_Gunshots,2/24/2014,38.58,-90.24

Single_Gunshot,2/23/2014,38.59,-90.23

Single_Gunshot,2/23/2014,38.59,-90.23

Single_Gunshot,2/23/2014,38.59,-90.23

Single_Gunshot,2/23/2014,38.59,-90.24

Single_Gunshot,2/23/2014,38.59,-90.24

Multiple_Gunshots,2/23/2014,38.60,-90.23

Single_Gunshot,2/22/2014,38.59,-90.23

Single_Gunshot,2/22/2014,38.59,-90.23

Single_Gunshot,2/22/2014,38.59,-90.23

Single_Gunshot,2/22/2014,38.59,-90.23

Single_Gunshot,2/21/2014,38.59,-90.23

Single_Gunshot,2/21/2014,38.59,-90.23

Single_Gunshot,2/21/2014,38.59,-90.24

Single_Gunshot,2/19/2014,38.59,-90.24

Single_Gunshot,2/18/2014,38.59,-90.23

Single_Gunshot,2/18/2014,38.58,-90.24

Single_Gunshot,2/17/2014,38.60,-90.22

Single_Gunshot,2/16/2014,38.59,-90.24

Multiple_Gunshots,2/16/2014,38.59,-90.24

Multiple_Gunshots,2/16/2014,38.59,-90.23

Single_Gunshot,2/15/2014,38.58,-90.24

Multiple_Gunshots,2/15/2014,38.58,-90.24

Gunshot_or_firework,2/15/2014,38.59,-90.23

Single_Gunshot,2/14/2014,38.59,-90.23

Multiple_Gunshots,2/14/2014,38.59,-90.24

Single_Gunshot,2/14/2014,38.59,-90.24

Single_Gunshot,2/13/2014,38.59,-90.24

Single_Gunshot,2/13/2014,38.59,-90.24

Single_Gunshot,2/12/2014,38.59,-90.24

Multiple_Gunshots,2/11/2014,38.59,-90.23

Multiple_Gunshots,2/8/2014,38.59,-90.24

Multiple_Gunshots,2/8/2014,38.58,-90.22

Multiple_Gunshots,2/8/2014,38.59,-90.22

Multiple_Gunshots,2/8/2014,38.59,-90.24

Single_Gunshot,2/4/2014,38.59,-90.24

Single_Gunshot,2/3/2014,38.59,-90.24

Multiple_Gunshots,2/2/2014,38.60,-90.23

Gunshot_or_firework,2/2/2014,38.59,-90.23

Single_Gunshot,2/1/2014,38.60,-90.22

Multiple_Gunshots,1/31/2014,38.60,-90.23

Multiple_Gunshots,1/30/2014,38.58,-90.24

Single_Gunshot,1/30/2014,38.58,-90.24

Single_Gunshot,1/28/2014,38.59,-90.24

Multiple_Gunshots,1/26/2014,38.59,-90.23

Single_Gunshot,1/23/2014,38.59,-90.23

Single_Gunshot,1/23/2014,38.60,-90.24

Single_Gunshot,1/22/2014,38.59,-90.24

Single_Gunshot,1/22/2014,38.59,-90.23

Single_Gunshot,1/21/2014,38.58,-90.24

Multiple_Gunshots,1/21/2014,38.59,-90.24

Single_Gunshot,1/21/2014,38.59,-90.24

Single_Gunshot,1/19/2014,38.59,-90.24

Multiple_Gunshots,1/18/2014,38.58,-90.24

Single_Gunshot,1/18/2014,38.58,-90.24

Single_Gunshot,1/18/2014,38.58,-90.24

Single_Gunshot,1/18/2014,38.59,-90.23

Single_Gunshot,1/18/2014,38.59,-90.24

Single_Gunshot,1/17/2014,38.60,-90.24

Multiple_Gunshots,1/16/2014,38.58,-90.23

Multiple_Gunshots,1/16/2014,38.59,-90.24

Multiple_Gunshots,1/15/2014,38.58,-90.23

Single_Gunshot,1/15/2014,38.59,-90.23

Single_Gunshot,1/14/2014,38.60,-90.24

Single_Gunshot,1/13/2014,38.59,-90.24

Multiple_Gunshots,1/13/2014,38.60,-90.23

Single_Gunshot,1/12/2014,38.59,-90.24

Multiple_Gunshots,1/12/2014,38.59,-90.23

Single_Gunshot,1/11/2014,38.59,-90.24

Single_Gunshot,1/11/2014,38.59,-90.23

Multiple_Gunshots,1/11/2014,38.60,-90.23

Single_Gunshot,1/11/2014,38.59,-90.23

Single_Gunshot,1/11/2014,38.60,-90.23

Single_Gunshot,1/10/2014,38.59,-90.24

Single_Gunshot,1/9/2014,38.58,-90.24

Single_Gunshot,1/9/2014,38.59,-90.24

Single_Gunshot,1/4/2014,38.58,-90.24

Single_Gunshot,1/3/2014,38.59,-90.24

Multiple_Gunshots,1/3/2014,38.58,-90.23

Multiple_Gunshots,1/2/2014,38.59,-90.23

Multiple_Gunshots,1/1/2014,38.59,-90.24

Multiple_Gunshots,1/1/2014,38.59,-90.23

Multiple_Gunshots,1/1/2014,38.59,-90.23

Multiple_Gunshots,1/1/2014,38.59,-90.24

Multiple_Gunshots,1/1/2014,38.59,-90.23

Multiple_Gunshots,1/1/2014,38.59,-90.23

Multiple_Gunshots,1/1/2014,38.59,-90.23

Multiple_Gunshots,1/1/2014,38.59,-90.22

Multiple_Gunshots,1/1/2014,38.59,-90.23

Multiple_Gunshots,1/1/2014,38.59,-90.23

Multiple_Gunshots,1/1/2014,38.58,-90.23

Single_Gunshot,1/1/2014,38.58,-90.24

Multiple_Gunshots,1/1/2014,38.59,-90.23

Multiple_Gunshots,1/1/2014,38.59,-90.23

Multiple_Gunshots,1/1/2014,38.58,-90.23

Multiple_Gunshots,1/1/2014,38.59,-90.24

Gunshot_or_firework,1/1/2014,38.59,-90.23

Multiple_Gunshots,1/1/2014,38.59,-90.23

Multiple_Gunshots,1/1/2014,38.58,-90.22

Multiple_Gunshots,1/1/2014,38.59,-90.23

Multiple_Gunshots,1/1/2014,38.59,-90.23

Multiple_Gunshots,1/1/2014,38.58,-90.23

Multiple_Gunshots,1/1/2014,38.60,-90.24

Multiple_Gunshots,1/1/2014,38.58,-90.24

Multiple_Gunshots,1/1/2014,38.59,-90.23

Multiple_Gunshots,1/1/2014,38.59,-90.23

Multiple_Gunshots,1/1/2014,38.58,-90.24

Multiple_Gunshots,1/1/2014,38.58,-90.24

Multiple_Gunshots,1/1/2014,38.58,-90.23

Multiple_Gunshots,1/1/2014,38.58,-90.24

Multiple_Gunshots,1/1/2014,38.58,-90.24

Multiple_Gunshots,1/1/2014,38.58,-90.24

Multiple_Gunshots,1/1/2014,38.59,-90.24

Multiple_Gunshots,1/1/2014,38.59,-90.23

Multiple_Gunshots,1/1/2014,38.58,-90.23

Multiple_Gunshots,12/31/2013,38.58,-90.23

Multiple_Gunshots,12/31/2013,38.59,-90.24

Single_Gunshot,12/31/2013,38.59,-90.24

Multiple_Gunshots,12/31/2013,38.58,-90.24

Multiple_Gunshots,12/31/2013,38.59,-90.24

Multiple_Gunshots,12/31/2013,38.59,-90.23

Single_Gunshot,12/31/2013,38.59,-90.24

Multiple_Gunshots,12/31/2013,38.59,-90.24

Multiple_Gunshots,12/31/2013,38.59,-90.24

Multiple_Gunshots,12/31/2013,38.60,-90.23

Single_Gunshot,12/31/2013,38.59,-90.24

Single_Gunshot,12/31/2013,38.59,-90.23

Multiple_Gunshots,12/31/2013,38.59,-90.23

Single_Gunshot,12/31/2013,38.59,-90.23

Single_Gunshot,12/31/2013,38.59,-90.24

Multiple_Gunshots,12/31/2013,38.59,-90.24

Multiple_Gunshots,12/31/2013,38.58,-90.23

Multiple_Gunshots,12/31/2013,38.59,-90.24

Multiple_Gunshots,12/31/2013,38.59,-90.24

Multiple_Gunshots,12/31/2013,38.59,-90.22

Multiple_Gunshots,12/31/2013,38.59,-90.24

Single_Gunshot,12/30/2013,38.59,-90.23

Multiple_Gunshots,12/29/2013,38.59,-90.24

Single_Gunshot,12/29/2013,38.60,-90.24

Multiple_Gunshots,12/28/2013,38.58,-90.24

Single_Gunshot,12/28/2013,38.59,-90.23

Single_Gunshot,12/27/2013,38.59,-90.23

Multiple_Gunshots,12/26/2013,38.59,-90.24

Single_Gunshot,12/25/2013,38.59,-90.23

Multiple_Gunshots,12/23/2013,38.60,-90.23

Single_Gunshot,12/17/2013,38.59,-90.24

Single_Gunshot,12/17/2013,38.59,-90.24

Single_Gunshot,12/17/2013,38.60,-90.23

Single_Gunshot,12/17/2013,38.60,-90.23

Single_Gunshot,12/16/2013,38.60,-90.23

Gunshot_or_firework,12/13/2013,38.60,-90.23

Multiple_Gunshots,12/12/2013,38.59,-90.23

Single_Gunshot,12/10/2013,38.59,-90.24

Multiple_Gunshots,12/10/2013,38.59,-90.24

Single_Gunshot,12/8/2013,38.59,-90.23

Single_Gunshot,12/7/2013,38.60,-90.24

Single_Gunshot,12/6/2013,38.59,-90.23

Single_Gunshot,12/6/2013,38.59,-90.24

Single_Gunshot,12/6/2013,38.59,-90.23

Single_Gunshot,12/6/2013,38.59,-90.23

Single_Gunshot,12/5/2013,38.60,-90.23

Multiple_Gunshots,12/5/2013,38.60,-90.24

Single_Gunshot,12/4/2013,38.59,-90.24

Multiple_Gunshots,12/4/2013,38.59,-90.23

Multiple_Gunshots,12/3/2013,38.59,-90.23

Multiple_Gunshots,12/3/2013,38.59,-90.23

Multiple_Gunshots,12/3/2013,38.59,-90.23

Gunshot_or_firework,12/2/2013,38.59,-90.23

Multiple_Gunshots,12/2/2013,38.59,-90.23

Multiple_Gunshots,12/2/2013,38.58,-90.23

Single_Gunshot,11/30/2013,38.60,-90.24

Multiple_Gunshots,11/29/2013,38.59,-90.22

Multiple_Gunshots,11/29/2013,38.59,-90.23

Single_Gunshot,11/29/2013,38.58,-90.24

Single_Gunshot,11/29/2013,38.58,-90.23

Single_Gunshot,11/28/2013,38.59,-90.23

Single_Gunshot,11/28/2013,38.59,-90.24

Multiple_Gunshots,11/26/2013,38.59,-90.23

Single_Gunshot,11/24/2013,38.59,-90.24

Multiple_Gunshots,11/23/2013,38.59,-90.23

Multiple_Gunshots,11/23/2013,38.60,-90.23

Single_Gunshot,11/22/2013,38.59,-90.24

Multiple_Gunshots,11/22/2013,38.59,-90.24

Multiple_Gunshots,11/21/2013,38.59,-90.23

Single_Gunshot,11/21/2013,38.59,-90.23

Multiple_Gunshots,11/20/2013,38.60,-90.23

Single_Gunshot,11/19/2013,38.59,-90.24

Single_Gunshot,11/18/2013,38.59,-90.24

Multiple_Gunshots,11/17/2013,38.58,-90.24

Multiple_Gunshots,11/16/2013,38.59,-90.24

Multiple_Gunshots,11/16/2013,38.59,-90.24

Multiple_Gunshots,11/16/2013,38.59,-90.24

Single_Gunshot,11/15/2013,38.59,-90.24

Multiple_Gunshots,11/15/2013,38.59,-90.24

Single_Gunshot,11/12/2013,38.59,-90.24

Single_Gunshot,11/10/2013,38.59,-90.24

Multiple_Gunshots,11/10/2013,38.60,-90.23

Multiple_Gunshots,11/9/2013,38.58,-90.24

Multiple_Gunshots,11/9/2013,38.60,-90.24

Multiple_Gunshots,11/6/2013,38.59,-90.24

Single_Gunshot,11/6/2013,38.60,-90.24

Multiple_Gunshots,11/5/2013,38.60,-90.24

Multiple_Gunshots,11/5/2013,38.60,-90.23

Single_Gunshot,11/3/2013,38.59,-90.24

Single_Gunshot,11/2/2013,38.59,-90.23

Single_Gunshot,11/1/2013,38.60,-90.23

Single_Gunshot,11/1/2013,38.59,-90.24

Multiple_Gunshots,10/27/2013,38.59,-90.23

Single_Gunshot,10/26/2013,38.59,-90.23

Single_Gunshot,10/26/2013,38.60,-90.23

Multiple_Gunshots,10/26/2013,38.58,-90.23

Multiple_Gunshots,10/25/2013,38.60,-90.23

Multiple_Gunshots,10/25/2013,38.60,-90.24

Multiple_Gunshots,10/25/2013,38.59,-90.23

Single_Gunshot,10/25/2013,38.59,-90.24

Single_Gunshot,10/24/2013,38.59,-90.23

Single_Gunshot,10/24/2013,38.59,-90.24

Single_Gunshot,10/22/2013,38.59,-90.23

Single_Gunshot,10/21/2013,38.59,-90.24

Single_Gunshot,10/21/2013,38.59,-90.23

Gunshot_or_firework,10/21/2013,38.59,-90.24

Single_Gunshot,10/21/2013,38.59,-90.24

Multiple_Gunshots,10/20/2013,38.59,-90.24

Single_Gunshot,10/20/2013,38.60,-90.24

Single_Gunshot,10/19/2013,38.59,-90.24

Single_Gunshot,10/19/2013,38.59,-90.23

Single_Gunshot,10/19/2013,38.59,-90.23

Single_Gunshot,10/18/2013,38.59,-90.24

Multiple_Gunshots,10/16/2013,38.59,-90.23

Single_Gunshot,10/14/2013,38.59,-90.24

Multiple_Gunshots,10/14/2013,38.58,-90.23

Single_Gunshot,10/14/2013,38.59,-90.24

Single_Gunshot,10/14/2013,38.59,-90.23

Multiple_Gunshots,10/14/2013,38.59,-90.23

Multiple_Gunshots,10/12/2013,38.59,-90.23

Single_Gunshot,10/12/2013,38.59,-90.23

Single_Gunshot,10/11/2013,38.59,-90.23

Single_Gunshot,10/11/2013,38.59,-90.23

Multiple_Gunshots,10/11/2013,38.60,-90.23

Single_Gunshot,10/11/2013,38.59,-90.23

Single_Gunshot,10/11/2013,38.59,-90.22

Multiple_Gunshots,10/10/2013,38.58,-90.23

Multiple_Gunshots,10/10/2013,38.59,-90.23

Single_Gunshot,10/10/2013,38.59,-90.24

Single_Gunshot,10/10/2013,38.59,-90.24

Single_Gunshot,10/10/2013,38.59,-90.24

Single_Gunshot,10/8/2013,38.59,-90.24

Single_Gunshot,10/8/2013,38.59,-90.24

Multiple_Gunshots,10/8/2013,38.58,-90.24

Single_Gunshot,10/8/2013,38.59,-90.24

Gunshot_or_firework,10/8/2013,38.59,-90.23

Single_Gunshot,10/8/2013,38.59,-90.24

Single_Gunshot,10/8/2013,38.59,-90.23

Multiple_Gunshots,10/8/2013,38.59,-90.23

Multiple_Gunshots,10/6/2013,38.59,-90.23

Multiple_Gunshots,10/6/2013,38.60,-90.23

Single_Gunshot,10/6/2013,38.59,-90.24

Single_Gunshot,10/6/2013,38.60,-90.23

Single_Gunshot,10/5/2013,38.60,-90.23

Single_Gunshot,10/5/2013,38.59,-90.24

Single_Gunshot,10/5/2013,38.60,-90.24

Multiple_Gunshots,10/5/2013,38.60,-90.24

Single_Gunshot,10/5/2013,38.60,-90.24

Single_Gunshot,10/5/2013,38.59,-90.24

Multiple_Gunshots,10/4/2013,38.58,-90.24

Single_Gunshot,10/4/2013,38.59,-90.24

Multiple_Gunshots,10/3/2013,38.59,-90.24

Single_Gunshot,10/3/2013,38.59,-90.23

Multiple_Gunshots,10/3/2013,38.59,-90.23

Single_Gunshot,10/3/2013,38.58,-90.23

Single_Gunshot,10/2/2013,38.59,-90.23

Gunshot_or_firework,10/1/2013,38.58,-90.24

Gunshot_or_firework,10/1/2013,38.59,-90.23

Single_Gunshot,9/30/2013,38.59,-90.24

Single_Gunshot,9/30/2013,38.58,-90.24

Gunshot_or_firework,9/29/2013,38.59,-90.24

Multiple_Gunshots,9/29/2013,38.60,-90.24

Multiple_Gunshots,9/29/2013,38.60,-90.24

Single_Gunshot,9/28/2013,38.58,-90.23

Single_Gunshot,9/28/2013,38.60,-90.23

Multiple_Gunshots,9/28/2013,38.60,-90.23

Multiple_Gunshots,9/27/2013,38.60,-90.23

Single_Gunshot,9/25/2013,38.60,-90.23

Multiple_Gunshots,9/25/2013,38.59,-90.24

Single_Gunshot,9/25/2013,38.60,-90.23

Single_Gunshot,9/23/2013,38.59,-90.24

Single_Gunshot,9/23/2013,38.59,-90.22

Single_Gunshot,9/23/2013,38.59,-90.22

Single_Gunshot,9/23/2013,38.59,-90.22

Multiple_Gunshots,9/21/2013,38.60,-90.23

Single_Gunshot,9/20/2013,38.59,-90.24

Multiple_Gunshots,9/20/2013,38.58,-90.23

Single_Gunshot,9/20/2013,38.58,-90.24

Multiple_Gunshots,9/19/2013,38.60,-90.23

Multiple_Gunshots,9/19/2013,38.60,-90.23

Multiple_Gunshots,9/17/2013,38.60,-90.24

Multiple_Gunshots,9/17/2013,38.59,-90.24

Gunshot_or_firework,9/16/2013,38.59,-90.24

Multiple_Gunshots,9/16/2013,38.58,-90.23

Multiple_Gunshots,9/16/2013,38.59,-90.23

Multiple_Gunshots,9/16/2013,38.59,-90.23

Multiple_Gunshots,9/15/2013,38.59,-90.23

Single_Gunshot,9/14/2013,38.58,-90.24

Multiple_Gunshots,9/14/2013,38.59,-90.24

Multiple_Gunshots,9/14/2013,38.59,-90.24

Multiple_Gunshots,9/14/2013,38.59,-90.24

Gunshot_or_firework,9/14/2013,38.59,-90.24

Multiple_Gunshots,9/14/2013,38.59,-90.22

Multiple_Gunshots,9/13/2013,38.60,-90.24

Single_Gunshot,9/13/2013,38.59,-90.23

Single_Gunshot,9/13/2013,38.59,-90.24

Gunshot_or_firework,9/13/2013,38.59,-90.23

Gunshot_or_firework,9/13/2013,38.59,-90.24

Multiple_Gunshots,9/13/2013,38.59,-90.24

Single_Gunshot,9/12/2013,38.59,-90.24

Multiple_Gunshots,9/11/2013,38.59,-90.24

Multiple_Gunshots,9/11/2013,38.59,-90.23

Single_Gunshot,9/10/2013,38.59,-90.23

Multiple_Gunshots,9/10/2013,38.60,-90.23

Single_Gunshot,9/8/2013,38.59,-90.24

Gunshot_or_firework,9/4/2013,38.59,-90.24

Single_Gunshot,9/3/2013,38.59,-90.24

Single_Gunshot,9/1/2013,38.59,-90.24

Single_Gunshot,9/1/2013,38.60,-90.24

Gunshot_or_firework,8/31/2013,38.58,-90.23

Single_Gunshot,8/29/2013,38.59,-90.24

Single_Gunshot,8/29/2013,38.59,-90.23

Single_Gunshot,8/29/2013,38.59,-90.24

Single_Gunshot,8/28/2013,38.59,-90.23

Multiple_Gunshots,8/28/2013,38.58,-90.24

Single_Gunshot,8/28/2013,38.59,-90.23

Single_Gunshot,8/26/2013,38.58,-90.23

Single_Gunshot,8/26/2013,38.60,-90.24

Multiple_Gunshots,8/26/2013,38.59,-90.23

Single_Gunshot,8/24/2013,38.59,-90.24

Single_Gunshot,8/24/2013,38.59,-90.23

Multiple_Gunshots,8/23/2013,38.59,-90.23

Multiple_Gunshots,8/22/2013,38.59,-90.24

Single_Gunshot,8/22/2013,38.59,-90.24

Gunshot_or_firework,8/21/2013,38.58,-90.23

Single_Gunshot,8/20/2013,38.59,-90.24

Multiple_Gunshots,8/19/2013,38.58,-90.24

Single_Gunshot,8/19/2013,38.58,-90.24

Multiple_Gunshots,8/19/2013,38.59,-90.24

Multiple_Gunshots,8/19/2013,38.59,-90.24

Single_Gunshot,8/19/2013,38.60,-90.23

Multiple_Gunshots,8/19/2013,38.60,-90.23

Multiple_Gunshots,8/19/2013,38.60,-90.23

Single_Gunshot,8/18/2013,38.59,-90.24

Multiple_Gunshots,8/18/2013,38.59,-90.23

Single_Gunshot,8/18/2013,38.59,-90.23

Single_Gunshot,8/18/2013,38.60,-90.23

Single_Gunshot,8/17/2013,38.59,-90.24

Single_Gunshot,8/17/2013,38.59,-90.24

Single_Gunshot,8/17/2013,38.59,-90.23

Single_Gunshot,8/16/2013,38.59,-90.24

Multiple_Gunshots,8/16/2013,38.60,-90.23

Single_Gunshot,8/14/2013,38.59,-90.24

Gunshot_or_firework,8/13/2013,38.58,-90.24

Single_Gunshot,8/12/2013,38.59,-90.24

single_Gunshot,8/12/2013,38.59,-90.22

Multiple_Gunshots,8/11/2013,38.59,-90.23

Multiple_Gunshots,8/11/2013,38.58,-90.24

Multiple_Gunshots,8/11/2013,38.59,-90.23

Multiple_Gunshots,8/10/2013,38.59,-90.24

Multiple_Gunshots,8/10/2013,38.59,-90.23

Gunshot_or_firework,8/10/2013,38.58,-90.24

Single_Gunshot,8/10/2013,38.58,-90.24

Multiple_Gunshots,8/10/2013,38.58,-90.24

Multiple_Gunshots,8/10/2013,38.58,-90.23

Single_Gunshot,8/10/2013,38.60,-90.22

Multiple_Gunshots,8/10/2013,38.59,-90.23

Single_Gunshot,8/10/2013,38.59,-90.23

Multiple_Gunshots,8/10/2013,38.58,-90.24

Single_Gunshot,8/10/2013,38.58,-90.24

Multiple_Gunshots,8/10/2013,38.59,-90.24

Multiple_Gunshots,8/10/2013,38.58,-90.24

Multiple_Gunshots,8/10/2013,38.58,-90.24

Multiple_Gunshots,8/10/2013,38.59,-90.24

Multiple_Gunshots,8/9/2013,38.59,-90.23

Multiple_Gunshots,8/9/2013,38.59,-90.23

Multiple_Gunshots,8/9/2013,38.58,-90.24

Single_Gunshot,8/9/2013,38.59,-90.24

Gunshot_or_firework,8/9/2013,38.59,-90.24

Single_Gunshot,8/9/2013,38.59,-90.24

Gunshot_or_firework,8/7/2013,38.59,-90.23

Single_Gunshot,8/7/2013,38.59,-90.23

Single_Gunshot,8/7/2013,38.59,-90.23

Single_Gunshot,8/6/2013,38.59,-90.23

Single_Gunshot,8/6/2013,38.59,-90.23

Gunshot_or_firework,8/6/2013,38.59,-90.23

Gunshot_or_firework,8/6/2013,38.59,-90.24

Single_Gunshot,8/6/2013,38.58,-90.23

Gunshot_or_firework,8/6/2013,38.59,-90.22

Gunshot_or_firework,8/5/2013,38.58,-90.24

Single_Gunshot,8/5/2013,38.58,-90.24

Multiple_Gunshots,8/5/2013,38.58,-90.24

Single_Gunshot,8/4/2013,38.59,-90.22

Gunshot_or_firework,8/4/2013,38.59,-90.24

Single_Gunshot,8/4/2013,38.60,-90.23

Gunshot_or_firework,8/3/2013,38.60,-90.23

Single_Gunshot,8/3/2013,38.59,-90.24

Single_Gunshot,8/3/2013,38.58,-90.23

Single_Gunshot,8/3/2013,38.58,-90.24

Multiple_Gunshots,8/1/2013,38.59,-90.24

Single_Gunshot,8/1/2013,38.59,-90.23

Multiple_Gunshots,8/1/2013,38.58,-90.23

Multiple_Gunshots,8/1/2013,38.58,-90.23

Single_Gunshot,8/1/2013,38.59,-90.24

Multiple_Gunshots,7/31/2013,38.59,-90.24

Gunshot_or_firework,7/31/2013,38.58,-90.22

Single_Gunshot,7/30/2013,38.58,-90.23

Single_Gunshot,7/30/2013,38.58,-90.23

Multiple_Gunshots,7/30/2013,38.58,-90.23

Single_Gunshot,7/30/2013,38.59,-90.23

Gunshot_or_firework,7/30/2013,38.60,-90.23

Single_Gunshot,7/30/2013,38.59,-90.24

Single_Gunshot,7/30/2013,38.58,-90.23

Multiple_Gunshots,7/29/2013,38.59,-90.23

Single_Gunshot,7/29/2013,38.59,-90.24

Multiple_Gunshots,7/29/2013,38.58,-90.23

Single_Gunshot,7/29/2013,38.59,-90.24

Single_Gunshot,7/28/2013,38.60,-90.25

Multiple_Gunshots,7/28/2013,38.58,-90.24

Multiple_Gunshots,7/28/2013,38.59,-90.24

Single_Gunshot,7/26/2013,38.59,-90.23

Multiple_Gunshots,7/26/2013,38.59,-90.23

Multiple_Gunshots,7/26/2013,38.59,-90.24

Multiple_Gunshots,7/26/2013,38.59,-90.24

Single_Gunshot,7/26/2013,38.59,-90.24

Multiple_Gunshots,7/26/2013,38.58,-90.24

Gunshot_or_firework,7/26/2013,38.59,-90.24

Gunshot_or_firework,7/26/2013,38.59,-90.24

Gunshot_or_firework,7/26/2013,38.60,-90.23

Single_Gunshot,7/26/2013,38.59,-90.23

Single_Gunshot,7/26/2013,38.57,-90.23

Multiple_Gunshots,7/26/2013,38.58,-90.25

Multiple_Gunshots,7/26/2013,38.59,-90.24

Multiple_Gunshots,7/26/2013,38.59,-90.24

Single_Gunshot,7/26/2013,38.58,-90.23

Gunshot_or_firework,7/25/2013,38.59,-90.24

Single_Gunshot,7/25/2013,38.58,-90.22

Single_Gunshot,7/24/2013,38.59,-90.24

Single_Gunshot,7/24/2013,38.59,-90.23

Multiple_Gunshots,7/24/2013,38.59,-90.24

Single_Gunshot,7/24/2013,38.59,-90.24

Multiple_Gunshots,7/23/2013,38.59,-90.24

Multiple_Gunshots,7/23/2013,38.59,-90.23

Multiple_Gunshots,7/23/2013,38.59,-90.24

Multiple_Gunshots,7/22/2013,38.60,-90.23

Multiple_Gunshots,7/22/2013,38.58,-90.24

Multiple_Gunshots,7/22/2013,38.59,-90.24

Single_Gunshot,7/21/2013,38.59,-90.22

Multiple_Gunshots,7/21/2013,38.58,-90.23

Single_Gunshot,7/21/2013,38.59,-90.23

Single_Gunshot,7/20/2013,38.59,-90.24

Single_Gunshot,7/20/2013,38.59,-90.23

Single_Gunshot,7/20/2013,38.58,-90.22

Multiple_Gunshots,7/20/2013,38.59,-90.23

Single_Gunshot,7/20/2013,38.58,-90.24

Multiple_Gunshots,7/18/2013,38.60,-90.23

Multiple_Gunshots,7/17/2013,38.59,-90.24

Multiple_Gunshots,7/17/2013,38.58,-90.24

Single_Gunshot,7/17/2013,38.59,-90.23

Single_Gunshot,7/17/2013,38.59,-90.24

Multiple_Gunshots,7/16/2013,38.59,-90.23

Gunshot_or_firework,7/16/2013,38.58,-90.24

Single_Gunshot,7/16/2013,38.58,-90.24

Single_Gunshot,7/15/2013,38.58,-90.23

Single_Gunshot,7/15/2013,38.59,-90.23

Single_Gunshot,7/15/2013,38.58,-90.24

Gunshot_or_firework,7/14/2013,38.61,-90.23

Multiple_Gunshots,7/14/2013,38.59,-90.24

Multiple_Gunshots,7/13/2013,38.59,-90.24

Multiple_Gunshots,7/13/2013,38.59,-90.24

Single_Gunshot,7/13/2013,38.58,-90.25

Single_Gunshot,7/13/2013,38.58,-90.23

Multiple_Gunshots,7/13/2013,38.60,-90.22

Multiple_Gunshots,7/13/2013,38.60,-90.24

Single_Gunshot,7/12/2013,38.60,-90.24

Multiple_Gunshots,7/12/2013,38.60,-90.23

Single_Gunshot,7/11/2013,38.59,-90.23

Single_Gunshot,7/11/2013,38.60,-90.22

Single_Gunshot,7/11/2013,38.60,-90.23

Single_Gunshot,7/11/2013,38.59,-90.24

Single_Gunshot,7/10/2013,38.59,-90.24

Single_Gunshot,7/10/2013,38.59,-90.24

Multiple_Gunshots,7/9/2013,38.58,-90.24

Gunshot_or_firework,7/9/2013,38.59,-90.24

Gunshot_or_firework,7/9/2013,38.58,-90.24

Multiple_Gunshots,7/9/2013,38.59,-90.23

Multiple_Gunshots,7/9/2013,38.59,-90.24

Single_Gunshot,7/8/2013,38.59,-90.23

